index,Unnamed: 0,name,ratio,intensity,sd,maskArea,label,signal_norm,sd_norm
53,425,RmLVAbD_12.png,0.0472,1057.5413,722.0184,1.0,1,0.7989785273871634,0.2611360432691902
54,781,fOXACwt_43.png,0.0536,1137.5285,1185.0688,0.9971,0,0.8447976529067871,0.384191957924978
55,908,qRJcFUA_15.png,0.0363,577.0326,1000.5799,0.486,0,0.6793006632535924,0.412884191822791
56,1193,MIrpxsd_17.png,0.046,664.5021,939.0447,0.6999,0,0.5833569449377864,0.3578988278995486
57,765,fOXACwt_20.png,0.0423,1224.0093,1174.0491,0.9967,0,0.9090235398726972,0.38061943950347715
58,1156,fAYQwnV_31.png,0.0495,908.9444,1033.8582,0.4106,0,1.0697634484714542,0.43202904445012763
59,1125,SbeIrsL_7.png,0.0379,1614.3305,1050.4902,0.7886,1,0.9390679833684555,0.36210996139732454
60,849,QyzxkxL_2.png,0.047,1499.2319,1400.3985,0.6948,1,1.0801909555899283,0.4676708070633712
61,320,bAJaVqe_24.png,0.0354,613.0865,563.5062,0.9646,0,0.4671595771545888,0.18126034845531147
62,716,wEWKLvg_30.png,0.0582,769.4183,493.902,0.591,1,0.4765195302909197,0.14948173937568232
63,161,vqFVsNv_2.png,0.0364,1473.9762,1100.5127,0.8828,0,0.7461183229067541,0.348045101549048
64,1079,QOAxozR_21.png,0.0279,2303.2784,2127.2687,0.9322,1,1.1073952674476868,0.6659071805388992
65,413,EjxQTSS_19.png,0.0484,570.5106,676.1315,0.6017,0,0.412238061917004,0.23567134128653056
66,1124,SbeIrsL_6.png,0.0475,977.9381,696.4256,0.8301,0,0.5688738207115451,0.24006187504853316
67,580,PDRlIQb_16.png,0.0506,1120.0372,678.639,0.6997,0,0.598288987736233,0.22691134139661695
68,822,AyPLOAj_5.png,0.0359,348.1511,229.7575,0.5991,0,0.34259855816609575,0.09127611042643884
69,82,uYtDsPt_45.png,0.0349,1178.2108,777.9709,0.7804,0,0.6603283094712731,0.2681233405134093
70,901,qRJcFUA_3.png,0.0321,657.7426,748.5935,0.8753,0,0.7743149770570023,0.3089032892338678
71,25,NXNwACJ_30.png,0.0517,1030.7335,503.3201,0.4545,0,0.46636767819253994,0.1471463819859516
72,730,dNwbsaN_6.png,0.0363,845.5452,559.6138,0.8005,1,0.5610279200033353,0.20559086994811832
73,1058,gMOvKGH_13.png,0.0384,1087.4433,1028.6228,0.8607,0,0.960673313576966,0.3603977707022929
74,1021,JDdhJkT_45.png,0.0454,954.7523,633.801,0.7895,0,0.5006571113579253,0.1977748052998763
75,237,zQpaiFL_28.png,0.0272,1281.5217,1046.7142,0.7331,0,1.2002909372261685,0.39094221115813754
76,391,hfEtaOr_35.png,0.0417,590.9499,618.0523,0.9958,0,0.8764185094665551,0.2664641542197297
77,448,QITGeIy_0.png,0.0277,1328.6463,712.6619,0.7675,1,0.824072660856562,0.24787596154254632
78,371,coZdpIv_45.png,0.0531,1529.5216,1221.6665,0.6275,0,0.7721354451893767,0.40207174700328246
79,876,uTSlUxF_8.png,0.0252,2057.3483,1137.5913,0.8489,1,0.8611740680546326,0.35686410391775847
80,766,fOXACwt_21.png,0.0548,1466.3371,1499.9146,0.9553,0,1.088990860844493,0.48626301434504077
81,605,HnriOUB_1.png,0.0379,1873.1155,983.9248,0.7603,0,0.8329695626325017,0.28955686632191935
82,392,hfEtaOr_36.png,0.0406,461.6788,411.7452,0.9957,0,0.6847007601630999,0.17751788395906537
83,202,Pqvglgo_21.png,0.0712,1381.6801,865.7888,0.5756,0,0.5660908771803915,0.2384218358499088
84,521,IQPVeKR_11.png,0.0522,498.6042,1004.0195,0.522,0,0.6863930970563791,0.4002479242790457
85,745,dNwbsaN_24.png,0.05,1180.4347,1267.8515,0.6393,0,0.7832305410056861,0.4657831755579057
86,798,fIpxGin_23.png,0.0746,1185.8582,655.8709,0.5692,0,0.5357750356653003,0.20835594620063613
87,439,RmLVAbD_33.png,0.0316,854.7377,643.5301,1.0,0,0.6457592425452234,0.23274878318700226
88,431,RmLVAbD_24.png,0.0701,527.1695,614.0658,0.4183,0,0.398279585670486,0.2220922809154585
89,939,IONGHON_20.png,0.0823,858.4954,1335.5524,0.8699,0,0.6658760019835155,0.49871916888629514
90,41,TeOqHsT_4.png,0.0158,896.4608,1239.416,0.4126,0,0.7232872042649975,0.427613431052855
91,1070,gMOvKGH_42.png,0.0463,538.707,461.8439,0.5035,0,0.4759065955320214,0.16181588816858103
92,1097,hcDJBIU_3.png,0.0396,851.6134,1099.3471,0.6378,0,0.7146303974289153,0.36411216587019596
93,972,iXuZbaV_30.png,0.0589,796.4259,594.4825,0.6536,0,0.44430840215570183,0.19843274772033673
94,150,OZRIJGa_25.png,0.0416,1023.9745,1233.8445,0.8544,0,0.8471687959329137,0.45909577133420826
95,36,NXNwACJ_45.png,0.0433,1405.8841,793.7214,0.6739,0,0.6361090461548098,0.2320456352027751
96,708,wEWKLvg_19.png,0.0544,943.5699,760.8876,0.6864,0,0.5843758662156203,0.23028617401303986
97,789,fIpxGin_14.png,0.0496,1521.8027,908.5768,0.6664,0,0.687555979178666,0.28863512447334705
98,1067,gMOvKGH_36.png,0.0172,838.483,1294.294,0.494,0,0.7407358544468068,0.4534807824922347
99,824,AyPLOAj_7.png,0.0359,891.5054,950.58,0.895,0,0.877287087811265,0.37763835804778617
100,865,QyzxkxL_31.png,0.0255,1214.0561,1046.794,0.4534,0,0.8747228622862024,0.34958263294990294
101,773,fOXACwt_35.png,0.0522,722.6898,664.3783,0.953,0,0.5367132751572162,0.2153873259340457
102,577,PDRlIQb_13.png,0.0507,1812.2471,1905.3023,0.9831,0,0.9680459568547578,0.6370613841218372
103,51,TeOqHsT_25.png,0.0319,1212.3874,1389.6304,0.6739,0,0.9781847605964581,0.4794392062385441
104,477,QITGeIy_42.png,0.0546,913.4159,678.308,0.6966,0,0.5665323202884704,0.23592708929999137
105,855,QyzxkxL_8.png,0.0466,975.1758,977.3491,0.5759,1,0.7026105029316497,0.32639112536871434
106,900,qRJcFUA_2.png,0.0384,697.3588,794.9214,0.9937,0,0.8209523956977981,0.3280202608523733
107,1030,xLvSvzk_14.png,0.0679,599.031,564.5218,0.802,0,0.6201630162422928,0.22773972387810923
108,910,qRJcFUA_18.png,0.0409,1268.1008,1118.8896,0.4978,0,1.4928475696388923,0.461704086035434
109,331,bAJaVqe_40.png,0.047,1278.6939,922.8885,0.9998,0,0.9743390233419787,0.2968611367459661
110,953,iXuZbaV_3.png,0.0343,1976.0638,1419.6831,0.7138,1,1.1024023070265851,0.4738770584922611
111,540,tjgMrwV_1.png,0.0481,1106.3485,1671.0391,0.7089,0,0.7557829478492123,0.5812637300327322
112,1039,xLvSvzk_29.png,0.0471,1048.769,1819.0082,0.8981,0,1.085766423409495,0.7338253814113405
113,306,dtynfbY_45.png,0.0234,680.0628,439.2844,0.624,1,0.7471645250964813,0.1719320843731906
114,8,NXNwACJ_11.png,0.0759,1313.8733,1096.2186,0.4629,0,0.5944776611608825,0.3204811428268115
115,262,sqjAizt_17.png,0.05,1088.929,949.41,0.9189,0,0.5883557295536076,0.28310819986414637
116,970,iXuZbaV_27.png,0.0493,1271.018,933.1222,0.8576,0,0.7090728424215434,0.31146754043196495
117,1171,TdSicPb_25.png,0.0228,1150.469,931.3663,0.803,1,1.0120318152385126,0.3286398497076586
118,445,RmLVAbD_43.png,0.066,611.9779,518.0124,0.6698,1,0.4623528190676701,0.1873521623553874
119,915,qRJcFUA_28.png,0.0339,368.3416,427.3212,0.4324,0,0.4336231491667705,0.17633191343414478
120,709,wEWKLvg_20.png,0.0441,908.6186,581.3286,0.4787,0,0.5627296731642502,0.17594180682975627
121,380,hfEtaOr_14.png,0.0587,1006.3497,1601.913,0.5555,0,1.492484395168042,0.6906412170597697
122,35,NXNwACJ_44.png,0.0629,1287.4225,1080.8389,0.5768,0,0.5825096808998982,0.31598486459149105
123,562,tjgMrwV_34.png,0.0334,879.3371,758.4418,0.5102,0,0.6007040146854066,0.26382070274761343
124,146,OZRIJGa_10.png,0.0661,524.5009,612.5035,0.8322,0,0.4339373645718029,0.22790373242122672
125,408,EjxQTSS_13.png,0.0273,677.1149,420.3237,0.7432,0,0.4892679190730655,0.146507373422947
126,1023,xLvSvzk_2.png,0.0478,686.9174,660.0092,0.6724,0,0.7111497847245194,0.2662613081815649
127,774,fOXACwt_36.png,0.0526,1134.0644,1231.5045,0.9401,0,0.8422250021561164,0.39924612397898
128,933,IONGHON_10.png,0.0394,719.389,533.8787,0.8133,0,0.5579807080980506,0.1993598615450024
129,487,fWDuFNe_7.png,0.034,2015.8577,1270.4305,0.9894,1,1.1691188181413608,0.4243012223537024
130,1031,xLvSvzk_15.png,0.0394,483.1183,357.4913,0.5847,0,0.5001612639910937,0.14421935512645626
131,465,QITGeIy_27.png,0.0591,1082.5929,1086.243,0.4391,0,0.6714617816099152,0.37781383864334567
132,931,IONGHON_8.png,0.0423,1155.0659,988.267,0.9908,0,0.895905398583954,0.36903658506978254
133,515,IQPVeKR_4.png,0.0155,117.5293,2.2889,0.475,0,0.16179426531478935,0.0009124598415492007
134,404,EjxQTSS_8.png,0.0271,1144.2997,1143.5778,0.7114,0,0.8268450938163273,0.39860369468291273
135,249,zQpaiFL_44.png,0.0366,1411.1656,905.6444,1.0,0,1.3217172058852602,0.338253387848359
136,383,hfEtaOr_23.png,0.0225,294.8533,243.9677,0.445,0,0.4372873059074805,0.1051830837575279
137,712,wEWKLvg_24.png,0.0349,1127.5249,626.2169,0.7775,0,0.6983036870052559,0.1895274597763275
138,1175,TdSicPb_32.png,0.0509,669.985,653.7373,0.9706,0,0.5893649770072682,0.2306762956962159
139,107,xJqflfc_35.png,0.0359,1349.9095,933.2903,0.7107,0,0.7420525491498627,0.29422259620459357
140,327,bAJaVqe_34.png,0.055,790.1886,733.0183,0.4845,0,0.6021078139028938,0.235786496194931
141,927,IONGHON_3.png,0.053,705.3212,629.0561,0.643,0,0.5470692804763024,0.23490080611951591
142,273,sqjAizt_34.png,0.0283,1481.2977,1738.2345,0.7774,1,0.8003552012753641,0.5183307951641067
143,17,NXNwACJ_22.png,0.0457,1648.7313,2509.7317,0.5814,0,0.7459881611923626,0.7337238060042737
144,91,xJqflfc_12.png,0.0455,1956.0391,1219.4561,0.7858,0,1.0752452667321797,0.3844372321233045
145,98,xJqflfc_25.png,0.0624,996.3025,910.3396,0.4689,0,0.5476728698104437,0.2869873184579881
146,633,HnriOUB_43.png,0.0365,1530.0804,751.623,0.6123,1,0.6804227510693084,0.22119332751393195
147,1009,JDdhJkT_32.png,0.0349,1648.6517,1105.159,0.7989,0,0.8645270587537028,0.3448599892559431
148,80,uYtDsPt_42.png,0.0327,1350.7192,938.7418,0.8567,0,0.7570106520042003,0.32353213635056366
149,644,kGjWbIC_11.png,0.0345,433.5356,564.2596,0.5397,0,0.8830653992858244,0.26066184574074897
150,1006,JDdhJkT_27.png,0.0576,1655.3002,2160.8721,0.8008,0,0.8680134277363837,0.6742906036049718
151,700,wEWKLvg_9.png,0.0554,2666.9143,2972.2617,0.5225,0,1.651685110117782,0.8995688391537642
152,1089,QOAxozR_33.png,0.0434,948.4265,595.4543,0.9642,0,0.455994819220279,0.18639737145230587
153,303,dtynfbY_32.png,0.0341,288.9421,131.367,0.9223,0,0.31745198667958313,0.05141589851097132
154,903,qRJcFUA_8.png,0.0392,391.0082,385.4478,0.6231,0,0.4603069732933517,0.15905306851843895
155,438,RmLVAbD_32.png,0.0235,871.0014,587.94,1.0,1,0.658046561324988,0.21264323080919778
156,485,fWDuFNe_4.png,0.0575,811.5779,946.5484,0.7167,0,0.47068351862219615,0.31613035355884583
157,151,OZRIJGa_26.png,0.0244,646.9411,879.4035,0.5225,1,0.5352362902850752,0.3272133791142258
158,894,uTSlUxF_39.png,0.0743,1697.4423,1467.5797,0.408,0,0.7105230022446913,0.4603819619299064
159,588,PDRlIQb_26.png,0.0567,1105.4512,1311.8255,0.576,0,0.5904976008295117,0.43862507737292983
160,817,AyPLOAj_0.png,0.059,695.5595,604.8257,0.5028,0,0.6844662613983712,0.24028002298923068
161,376,hfEtaOr_4.png,0.0275,818.6361,884.2573,0.5782,0,1.2140924815411829,0.3812345226401096
162,1001,JDdhJkT_18.png,0.033,1018.8123,498.3481,0.4281,0,0.5342491692703166,0.15550732556285532
163,1130,SbeIrsL_13.png,0.0156,1488.859,802.4395,0.9329,1,0.8660802844584645,0.2766054708256092
164,988,JDdhJkT_3.png,0.0423,1266.8492,766.2052,0.8931,1,0.6643158241128079,0.23909095165478242
165,516,IQPVeKR_5.png,0.0159,128.806,63.3943,0.4251,0,0.17731809972608328,0.025271856757884792
166,341,coZdpIv_6.png,0.0341,1959.4842,1341.3856,0.834,1,0.9891898258308675,0.44147339032137356
167,44,TeOqHsT_8.png,0.0431,775.7744,843.4142,0.4354,0,0.6259143700609731,0.29098804587055427
168,1159,fAYQwnV_41.png,0.0499,437.2079,466.692,0.9073,0,0.514562860833911,0.19502142442021447
169,1083,QOAxozR_26.png,0.0417,1208.9906,659.0733,0.7799,0,0.5812716642628782,0.20631227403076444
170,510,fWDuFNe_40.png,0.0485,1686.754,1138.9266,0.4811,0,0.97825151198679,0.38038125544935064
171,37,TeOqHsT_0.png,0.0298,740.2131,712.5253,0.7414,1,0.5972226154889618,0.2458298006843262
172,127,jmHnXFj_26.png,0.0564,783.2725,656.9279,0.8824,0,0.5463076649172712,0.21882361685052026
173,75,uYtDsPt_34.png,0.0487,1210.0125,781.9258,0.7746,1,0.6781515740342126,0.26948637478550924
174,916,qRJcFUA_30.png,0.0363,1106.0442,1423.1238,0.7654,0,1.3020695167791023,0.5872447767807242
175,639,kGjWbIC_3.png,0.0329,212.3399,184.0246,0.4929,0,0.4325135434732742,0.0850108565236693
176,1108,hcDJBIU_28.png,0.044,855.9383,790.1595,0.6622,0,0.7182596322505379,0.26170686849304564
177,157,OZRIJGa_34.png,0.0514,867.0232,707.8474,0.9998,0,0.717317667959409,0.2633798246779994
178,1003,JDdhJkT_21.png,0.0701,930.935,623.5423,0.5253,0,0.48816769329803156,0.1945736232330606
179,181,vqFVsNv_36.png,0.0307,1477.2005,901.8366,0.8689,0,0.7477504451272812,0.2852123478699048
180,119,jmHnXFj_7.png,0.0623,921.9451,1059.6713,0.5747,0,0.6430273943779721,0.3529780156067244
181,437,RmLVAbD_31.png,0.0408,816.3382,579.4749,0.867,0,0.6167481997023545,0.20958161531591116
182,1176,TdSicPb_33.png,0.0771,653.852,733.4044,1.0,0,0.5751732784258696,0.258787452145236
183,613,HnriOUB_15.png,0.0268,2077.3483,1757.7681,0.802,0,0.9237913545034308,0.5172893525568562
184,864,QyzxkxL_30.png,0.0179,1802.7008,1365.9516,0.9673,1,1.2988391587683856,0.45616707471587786
185,714,wEWKLvg_27.png,0.0495,761.6334,452.4974,0.7056,0,0.47169815173602725,0.1369504444504656
186,582,PDRlIQb_18.png,0.0483,1060.5725,560.923,0.9199,0,0.5665247970744953,0.18755154117316358
187,462,QITGeIy_23.png,0.063,935.7878,748.1579,0.4291,0,0.5804081510204093,0.2602220756408505
188,902,qRJcFUA_6.png,0.0441,1463.7636,1466.2649,0.9231,0,1.723187882844862,0.6050467316349504
189,212,Pqvglgo_37.png,0.036,1641.4513,1128.7024,0.7767,1,0.6725222475635959,0.310823261211277
190,596,PDRlIQb_36.png,0.041,1439.3386,1091.3244,0.8887,0,0.768849850704679,0.3648978079698605
191,1194,MIrpxsd_21.png,0.0533,488.0791,413.755,0.6191,0,0.4284777018221377,0.15769476100294025
192,296,dtynfbY_24.png,0.0323,783.2063,611.0059,0.9952,1,0.8604851834155204,0.23914238236394753
193,917,qRJcFUA_32.png,0.0488,299.0987,223.7227,0.6667,0,0.35210826093410885,0.0923180309557615
194,2,NXNwACJ_2.png,0.0668,1510.9971,2001.604,0.4628,0,0.6836686779683216,0.5851719149873185
195,1037,xLvSvzk_25.png,0.0387,795.256,837.8008,0.6558,0,0.8233102454543768,0.33798610232033377
196,223,zQpaiFL_5.png,0.0455,741.3277,513.4811,0.8758,0,0.6943377703434285,0.19178247187428313
197,480,QITGeIy_45.png,0.0666,719.6397,461.1362,0.4096,0,0.4463455792839809,0.1603910339209602
198,1061,gMOvKGH_18.png,0.0434,615.635,839.9641,0.7555,0,0.5438666231186081,0.29429756866166856
199,856,QyzxkxL_9.png,0.0691,546.4845,1025.8439,0.5478,0,0.39374003065842195,0.3425862314434329
200,308,bAJaVqe_2.png,0.0347,1139.9103,1462.1065,0.7014,0,0.8685887125913888,0.4703088158901816
201,932,IONGHON_9.png,0.0376,826.2079,736.9215,0.9915,0,0.6408328026675462,0.2751796769744429
202,323,bAJaVqe_28.png,0.0602,599.2726,608.1125,0.443,0,0.4566336633025373,0.195608643968834
203,418,EjxQTSS_41.png,0.0429,1050.4579,1323.8569,0.4814,0,0.7590371306359709,0.46144149665328177
204,407,EjxQTSS_11.png,0.0614,865.4884,1193.2897,0.8918,0,0.6253823515770763,0.4159311970266164
205,226,zQpaiFL_8.png,0.0337,593.9442,1263.8207,0.4998,0,0.5562963471301711,0.4720303392897749
206,1149,fAYQwnV_11.png,0.0297,600.9829,440.8628,0.9975,1,0.7073144843363083,0.1842279088347007
207,155,OZRIJGa_32.png,0.047,714.4807,588.7382,0.992,0,0.5911140895953028,0.21906100650682755
208,317,bAJaVqe_18.png,0.0537,827.829,1453.2851,0.807,0,0.6307890413445836,0.46747127827681784
209,55,TeOqHsT_31.png,0.0493,856.5552,631.7882,0.6892,0,0.6910903587827218,0.21797452985979474
210,187,vqFVsNv_43.png,0.0441,932.6263,708.717,0.9079,0,0.4720900994566475,0.22413687750676264
211,725,wEWKLvg_43.png,0.0613,606.4684,299.7253,0.5982,0,0.375600680545661,0.09071325724313364
212,647,kGjWbIC_21.png,0.052,334.3029,363.8531,0.8275,0,0.6809390598393974,0.1680833088608387
213,1052,gMOvKGH_5.png,0.0434,443.2851,533.932,0.6321,0,0.39160861616996195,0.18707333971852133
214,511,fWDuFNe_42.png,0.048,1496.7881,1088.5425,0.8092,1,0.8680787014282074,0.3635538609423775
215,400,EjxQTSS_2.png,0.0452,614.9363,443.0303,0.6856,0,0.4443390683966492,0.1544219505104762
216,746,dNwbsaN_25.png,0.0571,979.2131,658.5931,0.8296,1,0.6497179437988861,0.2419538767107389
217,144,OZRIJGa_4.png,0.0429,715.4082,1005.9072,0.6102,0,0.5918814417688459,0.37428358425606606
218,1090,QOAxozR_34.png,0.0511,1426.5816,909.0887,0.98,0,0.6858874343926243,0.28457556540778
219,1096,QOAxozR_45.png,0.0418,2205.9847,1876.188,0.4144,0,1.060617343019413,0.5873104141667276
220,632,HnriOUB_42.png,0.0348,1353.7794,958.8868,0.5767,0,0.6020221575865933,0.28218849343512126
221,581,PDRlIQb_17.png,0.058,1192.4277,752.5323,0.5767,0,0.6369577381730218,0.25161847998314474
222,642,kGjWbIC_9.png,0.0274,313.0297,173.0732,0.6,0,0.6376078389383059,0.07995181607943896
223,117,jmHnXFj_3.png,0.0579,843.2247,729.9863,0.6014,0,0.5881224182612904,0.2431594736916014
224,980,iXuZbaV_39.png,0.0208,1704.502,629.6224,0.8207,1,0.9509039825188986,0.21016212059778538
225,1181,TdSicPb_42.png,0.0468,1206.6486,1791.4487,0.4737,0,1.0614512629310393,0.6321266203501033
226,715,wEWKLvg_28.png,0.0438,691.5244,604.579,0.8113,0,0.42827793707624323,0.18297864861857338
227,514,IQPVeKR_3.png,0.0159,117.3107,2.3657,0.4726,0,0.16149333417338194,0.0009430758212036106
228,500,fWDuFNe_26.png,0.0432,785.956,614.3938,0.8374,0,0.4558238162500812,0.20519661669531405
229,771,fOXACwt_33.png,0.045,906.7794,575.0936,0.8824,0,0.6734293767797683,0.1864417797296867
230,209,Pqvglgo_34.png,0.0313,1413.3725,830.4175,0.8167,0,0.5790756328528165,0.22868124982893245
231,1075,QOAxozR_17.png,0.0363,2616.2643,2343.2449,0.5286,0,1.2578760362674066,0.7335150489786056
232,1200,MIrpxsd_31.png,0.0558,701.1127,688.7016,0.4933,0,0.6154968701063289,0.2624853698791375
233,137,jmHnXFj_39.png,0.0439,1049.816,813.8967,0.9299,0,0.7322132815243609,0.2711101471511605
234,543,tjgMrwV_8.png,0.0486,1217.3571,834.3822,0.8594,0,0.8316165635178864,0.2902362427335885
235,105,xJqflfc_33.png,0.0742,843.7833,647.1864,0.462,0,0.4638322411206703,0.20402747444852323
236,345,coZdpIv_10.png,0.0434,1341.4645,935.9154,0.5518,0,0.6772001708986944,0.30802607743216
237,587,PDRlIQb_25.png,0.0641,906.0919,597.1159,0.7158,0,0.4840060719831449,0.1996530848333918
238,919,qRJcFUA_34.png,0.0757,364.3444,470.1744,0.444,0,0.42891752142380196,0.19401506782193575
239,747,dNwbsaN_26.png,0.0303,1617.5127,1405.6628,0.8983,1,1.0732362807570535,0.516412279156997
240,1174,TdSicPb_30.png,0.0524,896.035,861.287,0.8053,0,0.7882141349025836,0.30391182313034104
241,736,dNwbsaN_13.png,0.0504,1041.0699,858.5487,0.8718,0,0.6907605655795577,0.31541354792506204
242,26,NXNwACJ_31.png,0.0481,1196.3285,1006.9205,0.4397,0,0.5412931130118154,0.29437471009499794
243,653,kGjWbIC_31.png,0.0412,244.2917,171.7443,0.4794,0,0.49759592430866767,0.07933792572328927
244,786,fIpxGin_9.png,0.0397,1755.4481,1398.0774,0.7212,0,0.7931178182906554,0.44413883820539257
245,1025,xLvSvzk_7.png,0.0346,608.0502,652.5626,0.7759,0,0.6295003865555028,0.26325719633357125
246,793,fIpxGin_18.png,0.0547,1380.9238,926.7007,0.4536,0,0.6239063812149396,0.29439269403977497
247,113,xJqflfc_41.png,0.0361,1448.148,968.5404,0.7657,0,0.7960547836327364,0.3053352970849858
